#,Date ,"Abs Pres, kPa (LGR S/N: 20853267, SEN S/N: 20853267)","Temp, °C (LGR S/N: 20853267, SEN S/N: 20853267)","Abs Pres Barom., kPa (LGR S/N: 21132118, SEN S/N: 21132118)",Sensor_Depth
181,2/11/2022 11:45,102.726,14.421,102.112,0.063
182,2/11/2022 12:00,102.726,14.613,102.095,0.064
183,2/11/2022 12:15,102.697,14.804,102.034,0.068
184,2/11/2022 12:30,102.664,14.9,102.012,0.067
185,2/11/2022 12:45,102.631,14.996,101.976,0.067
186,2/11/2022 13:00,102.598,15.091,101.947,0.066
187,2/11/2022 13:15,102.54,15.282,101.91,0.064
188,2/11/2022 13:30,102.55,15.282,101.914,0.065
189,2/11/2022 13:45,102.517,15.378,101.877,0.065
190,2/11/2022 14:00,102.498,15.378,101.855,0.066
191,2/11/2022 14:15,102.488,15.378,101.83,0.067
192,2/11/2022 14:30,102.46,15.378,101.821,0.065
193,2/11/2022 14:45,102.46,15.378,101.818,0.066
194,2/11/2022 15:00,102.45,15.378,101.817,0.065
195,2/11/2022 15:15,102.455,15.282,101.772,0.07
196,2/11/2022 15:30,102.437,15.091,101.748,0.07
197,2/11/2022 15:45,102.423,14.996,101.705,0.073
198,2/11/2022 16:00,102.442,14.804,101.679,0.078
199,2/11/2022 16:15,102.451,14.804,101.651,0.082
200,2/11/2022 16:30,102.456,14.709,101.676,0.08
201,2/11/2022 16:45,102.442,14.421,101.646,0.081
202,2/11/2022 17:00,102.475,14.134,101.636,0.086
203,2/11/2022 17:15,102.494,13.942,101.638,0.087
204,2/11/2022 17:30,102.503,13.75,101.631,0.089
205,2/11/2022 17:45,102.489,13.654,101.613,0.089
206,2/11/2022 18:00,102.522,13.558,101.623,0.092
207,2/11/2022 18:15,102.55,13.558,101.634,0.093
208,2/11/2022 18:30,102.555,13.461,101.64,0.093
209,2/11/2022 18:45,102.559,13.365,101.633,0.095
210,2/11/2022 19:00,102.583,13.269,101.624,0.098
211,2/11/2022 19:15,102.583,13.269,101.642,0.096
212,2/11/2022 19:30,102.606,13.173,101.634,0.099
213,2/11/2022 19:45,102.597,13.173,101.626,0.099
214,2/11/2022 20:00,102.606,13.173,101.644,0.098
215,2/11/2022 20:15,102.592,13.076,101.618,0.099
216,2/11/2022 20:30,102.611,13.076,101.625,0.101
217,2/11/2022 20:45,102.611,13.076,101.588,0.104
218,2/11/2022 21:00,102.639,13.076,101.622,0.104
219,2/11/2022 21:15,102.601,13.076,101.578,0.104
220,2/11/2022 21:30,102.624,12.98,101.6,0.105
221,2/11/2022 21:45,102.643,12.98,101.617,0.105
222,2/11/2022 22:00,102.662,12.98,101.623,0.106
223,2/11/2022 22:15,102.681,12.98,101.645,0.106
224,2/11/2022 22:30,102.691,12.98,101.666,0.105
225,2/11/2022 22:45,102.691,12.98,101.672,0.104
226,2/11/2022 23:00,102.681,12.98,101.65,0.105
227,2/11/2022 23:15,102.691,12.98,101.645,0.107
228,2/11/2022 23:30,102.672,12.98,101.644,0.105
229,2/11/2022 23:45,102.691,12.98,101.655,0.106
230,2/12/2022 0:00,102.686,12.883,101.656,0.105
231,2/12/2022 0:15,102.705,12.883,101.65,0.108
232,2/12/2022 0:30,102.695,12.883,101.628,0.109
233,2/12/2022 0:45,102.7,12.98,101.633,0.109
234,2/12/2022 1:00,102.691,12.98,101.633,0.108
235,2/12/2022 1:15,102.681,12.98,101.616,0.109
236,2/12/2022 1:30,102.681,12.98,101.614,0.109
237,2/12/2022 1:45,102.691,12.98,101.594,0.112
238,2/12/2022 2:00,102.691,12.98,101.605,0.111
239,2/12/2022 2:15,102.7,12.98,101.592,0.113
240,2/12/2022 2:30,102.691,12.98,101.586,0.113
241,2/12/2022 2:45,102.662,12.98,101.599,0.108
242,2/12/2022 3:00,102.658,13.076,101.583,0.11
243,2/12/2022 3:15,102.667,13.076,101.573,0.112
244,2/12/2022 3:30,102.705,13.076,101.589,0.114
245,2/12/2022 3:45,102.691,12.98,101.595,0.112
246,2/12/2022 4:00,102.681,12.98,101.571,0.113
247,2/12/2022 4:15,102.7,12.98,101.58,0.114
248,2/12/2022 4:30,102.7,12.98,101.591,0.113
249,2/12/2022 4:45,102.705,13.076,101.606,0.112
250,2/12/2022 5:00,102.71,12.98,101.593,0.114
251,2/12/2022 5:15,102.719,12.98,101.636,0.111
252,2/12/2022 5:30,102.729,12.98,101.631,0.112
253,2/12/2022 5:45,102.719,12.98,101.631,0.111
254,2/12/2022 6:00,102.738,12.98,101.642,0.112
255,2/12/2022 6:15,102.733,12.883,101.638,0.112
256,2/12/2022 6:30,102.742,12.883,101.659,0.111
257,2/12/2022 6:45,102.752,12.883,101.661,0.111
258,2/12/2022 7:00,102.752,12.883,101.666,0.111
259,2/12/2022 7:15,102.752,12.883,101.67,0.11
260,2/12/2022 7:30,102.771,12.883,101.703,0.109
261,2/12/2022 7:45,102.809,12.883,101.724,0.111
262,2/12/2022 8:00,102.818,12.883,101.75,0.109
263,2/12/2022 8:15,102.804,12.98,101.824,0.1
264,2/12/2022 8:30,102.814,12.98,101.907,0.093
265,2/12/2022 8:45,102.819,13.076,102.048,0.079
266,2/12/2022 9:00,102.819,13.076,102.12,0.071
267,2/12/2022 9:15,102.833,13.173,102.134,0.071
268,2/12/2022 9:30,102.814,13.173,102.161,0.067
269,2/12/2022 9:45,102.795,13.173,102.122,0.069
270,2/12/2022 10:00,102.791,13.269,102.111,0.069
271,2/12/2022 10:15,102.777,13.365,102.118,0.067
272,2/12/2022 10:30,102.74,13.75,102.101,0.065
273,2/12/2022 10:45,102.759,13.942,102.118,0.065
274,2/12/2022 11:00,102.764,14.038,102.059,0.072
275,2/12/2022 11:15,102.749,13.942,102.036,0.073
276,2/12/2022 11:30,102.74,14.134,102.04,0.071
277,2/12/2022 11:45,102.726,14.038,102.032,0.071
278,2/12/2022 12:00,102.702,14.325,102.064,0.065
279,2/12/2022 12:15,102.674,14.325,101.993,0.07
280,2/12/2022 12:30,102.626,14.325,101.926,0.071
281,2/12/2022 12:45,102.584,14.23,101.864,0.073
282,2/12/2022 13:00,102.57,14.134,101.838,0.075
283,2/12/2022 13:15,102.551,14.134,101.834,0.073
284,2/12/2022 13:30,102.513,14.325,101.869,0.066
285,2/12/2022 13:45,102.489,14.613,101.868,0.063
286,2/12/2022 14:00,102.475,14.709,101.826,0.066
287,2/12/2022 14:15,102.48,14.804,101.824,0.067
288,2/12/2022 14:30,102.489,14.804,101.834,0.067
289,2/12/2022 14:45,102.48,14.804,101.773,0.072
290,2/12/2022 15:00,102.475,14.709,101.763,0.073
291,2/12/2022 15:15,102.489,14.613,101.729,0.078
292,2/12/2022 15:30,102.484,14.517,101.708,0.079
293,2/12/2022 15:45,102.494,14.325,101.698,0.081
294,2/12/2022 16:00,102.494,14.325,101.698,0.081
295,2/12/2022 16:15,102.489,14.23,101.695,0.081
296,2/12/2022 16:30,102.484,14.134,101.706,0.079
297,2/12/2022 16:45,102.513,14.134,101.69,0.084
298,2/12/2022 17:00,102.527,14.038,101.675,0.087
299,2/12/2022 17:15,102.536,14.038,101.685,0.087
300,2/12/2022 17:30,102.541,13.942,101.695,0.086
301,2/12/2022 17:45,102.541,13.942,101.696,0.086
302,2/12/2022 18:00,102.565,13.846,101.667,0.092
303,2/12/2022 18:15,102.565,13.846,101.631,0.095
304,2/12/2022 18:30,102.569,13.75,101.628,0.096
305,2/12/2022 18:45,102.598,13.75,101.59,0.103
306,2/12/2022 19:00,102.602,13.654,101.6,0.102
307,2/12/2022 19:15,102.621,13.654,101.627,0.101
308,2/12/2022 19:30,102.621,13.654,101.688,0.095
309,2/12/2022 19:45,102.626,13.558,101.699,0.095
310,2/12/2022 20:00,102.63,13.461,101.699,0.095
311,2/12/2022 20:15,102.621,13.461,101.678,0.096
312,2/12/2022 20:30,102.597,13.365,101.656,0.096
313,2/12/2022 20:45,102.616,13.365,101.679,0.096
314,2/12/2022 21:00,102.625,13.365,101.669,0.098
315,2/12/2022 21:15,102.625,13.365,101.653,0.099
316,2/12/2022 21:30,102.635,13.365,101.66,0.1
317,2/12/2022 21:45,102.639,13.269,101.676,0.098
318,2/12/2022 22:00,102.639,13.269,101.649,0.101
319,2/12/2022 22:15,102.658,13.269,101.66,0.102
320,2/12/2022 22:30,102.639,13.269,101.661,0.1
321,2/12/2022 22:45,102.649,13.269,101.65,0.102
322,2/12/2022 23:00,102.639,13.269,101.617,0.104
323,2/12/2022 23:15,102.616,13.173,101.588,0.105
324,2/12/2022 23:30,102.597,13.173,101.557,0.106
325,2/12/2022 23:45,102.578,13.173,101.504,0.11
326,2/13/2022 0:00,102.578,13.173,101.517,0.108
327,2/13/2022 0:15,102.568,13.173,101.504,0.109
328,2/13/2022 0:30,102.568,13.173,101.509,0.108
329,2/13/2022 0:45,102.521,13.173,101.458,0.108
330,2/13/2022 1:00,102.54,13.173,101.461,0.11
331,2/13/2022 1:15,102.511,13.173,101.438,0.11
332,2/13/2022 1:30,102.493,13.173,101.43,0.108
333,2/13/2022 1:45,102.478,13.076,101.427,0.107
334,2/13/2022 2:00,102.469,13.076,101.408,0.108
335,2/13/2022 2:15,102.44,13.076,101.412,0.105
336,2/13/2022 2:30,102.44,13.076,101.423,0.104
337,2/13/2022 2:45,102.374,13.076,101.369,0.103
338,2/13/2022 3:00,102.393,13.076,101.375,0.104
339,2/13/2022 3:15,102.383,13.076,101.38,0.102
340,2/13/2022 3:30,102.383,13.076,101.347,0.106
341,2/13/2022 3:45,102.355,13.076,101.313,0.106
342,2/13/2022 4:00,102.336,13.076,101.294,0.106
343,2/13/2022 4:15,102.355,13.076,101.265,0.111
344,2/13/2022 4:30,102.327,13.076,101.273,0.108
345,2/13/2022 4:45,102.308,13.076,101.248,0.108
346,2/13/2022 5:00,102.27,13.076,101.192,0.11
347,2/13/2022 5:15,102.26,13.076,101.203,0.108
348,2/13/2022 5:30,102.289,13.076,101.215,0.11
349,2/13/2022 5:45,102.279,13.076,101.233,0.107
350,2/13/2022 6:00,102.336,13.076,101.286,0.107
351,2/13/2022 6:15,102.525,13.076,101.297,0.125
352,2/13/2022 6:30,102.601,13.076,101.347,0.128
353,2/13/2022 6:45,102.592,13.076,101.369,0.125
354,2/13/2022 7:00,102.563,13.076,101.38,0.121
355,2/13/2022 7:15,102.554,13.076,101.396,0.118
356,2/13/2022 7:30,102.563,13.076,101.439,0.115
357,2/13/2022 7:45,102.568,13.173,101.46,0.113
358,2/13/2022 8:00,102.625,13.173,101.477,0.117
359,2/13/2022 8:15,102.672,13.173,101.52,0.118
360,2/13/2022 8:30,102.653,13.173,101.536,0.114
361,2/13/2022 8:45,102.672,13.173,101.553,0.114
362,2/13/2022 9:00,102.672,13.173,101.556,0.114
363,2/13/2022 9:15,102.653,13.173,101.531,0.115
364,2/13/2022 9:30,102.653,13.173,101.582,0.109
365,2/13/2022 9:45,102.634,13.173,101.554,0.11
366,2/13/2022 10:00,102.795,13.173,101.603,0.122
367,2/13/2022 10:15,102.975,13.173,101.609,0.139
368,2/13/2022 10:30,102.937,13.173,101.628,0.134
369,2/13/2022 10:45,102.871,13.173,101.661,0.123
370,2/13/2022 11:00,102.743,13.269,101.601,0.117
371,2/13/2022 11:15,102.644,13.365,101.584,0.108
372,2/13/2022 11:30,102.621,13.461,101.606,0.104
373,2/13/2022 11:45,102.583,13.461,101.605,0.1
374,2/13/2022 12:00,102.522,13.558,101.571,0.097
375,2/13/2022 12:15,102.531,13.558,101.592,0.096
376,2/13/2022 12:30,102.474,13.558,101.563,0.093
377,2/13/2022 12:45,102.455,13.558,101.528,0.095
378,2/13/2022 13:00,102.403,13.461,101.49,0.093
379,2/13/2022 13:15,102.356,13.461,101.445,0.093
380,2/13/2022 13:30,102.346,13.461,101.433,0.093
381,2/13/2022 13:45,102.304,13.558,101.424,0.09
382,2/13/2022 14:00,102.285,13.558,101.405,0.09
383,2/13/2022 14:15,102.261,13.461,101.353,0.093
384,2/13/2022 14:30,102.223,13.461,101.319,0.092
385,2/13/2022 14:45,102.219,13.365,101.304,0.093
386,2/13/2022 15:00,102.275,13.365,101.309,0.099
387,2/13/2022 15:15,102.242,13.269,101.313,0.095
388,2/13/2022 15:30,102.256,13.173,101.284,0.099
389,2/13/2022 15:45,102.275,13.173,101.288,0.101
390,2/13/2022 16:00,102.232,13.076,101.25,0.1
391,2/13/2022 16:15,102.213,13.076,101.244,0.099
392,2/13/2022 16:30,102.237,12.98,101.276,0.098
393,2/13/2022 16:45,102.284,12.98,101.316,0.099
394,2/13/2022 17:00,102.279,12.883,101.28,0.102
395,2/13/2022 17:15,102.255,12.787,101.272,0.1
396,2/13/2022 17:30,102.316,12.69,101.312,0.102
397,2/13/2022 17:45,102.316,12.69,101.321,0.102
398,2/13/2022 18:00,102.33,12.594,101.314,0.104
399,2/13/2022 18:15,102.363,12.497,101.373,0.101
400,2/13/2022 18:30,102.401,12.497,101.426,0.099
401,2/13/2022 18:45,102.471,12.401,101.465,0.103
402,2/13/2022 19:00,102.494,12.304,101.486,0.103
403,2/13/2022 19:15,102.523,12.304,101.52,0.102
404,2/13/2022 19:30,102.527,12.207,101.538,0.101
405,2/13/2022 19:45,102.55,12.11,101.572,0.1
406,2/13/2022 20:00,102.541,12.11,101.543,0.102
407,2/13/2022 20:15,102.554,12.013,101.568,0.101
408,2/13/2022 20:30,102.602,12.013,101.601,0.102
409,2/13/2022 20:45,102.615,11.916,101.609,0.103
410,2/13/2022 21:00,102.644,11.916,101.62,0.104
411,2/13/2022 21:15,102.667,11.819,101.649,0.104
412,2/13/2022 21:30,102.686,11.819,101.671,0.104
413,2/13/2022 21:45,102.681,11.722,101.677,0.102
414,2/13/2022 22:00,102.747,11.722,101.754,0.101
415,2/13/2022 22:15,102.723,11.625,101.732,0.101
416,2/13/2022 22:30,102.76,11.625,101.773,0.101
417,2/13/2022 22:45,102.755,11.528,101.747,0.103
418,2/13/2022 23:00,102.746,11.528,101.749,0.102
419,2/13/2022 23:15,102.774,11.528,101.754,0.104
420,2/13/2022 23:30,102.769,11.431,101.773,0.102
421,2/13/2022 23:45,102.788,11.431,101.759,0.105
422,2/14/2022 0:00,102.769,11.431,101.77,0.102
423,2/14/2022 0:15,102.773,11.334,101.777,0.102
424,2/14/2022 0:30,102.801,11.334,101.813,0.101
425,2/14/2022 0:45,102.811,11.334,101.829,0.1
426,2/14/2022 1:00,102.815,11.236,101.818,0.102
427,2/14/2022 1:15,102.805,11.236,101.826,0.1
428,2/14/2022 1:30,102.767,11.236,101.798,0.099
429,2/14/2022 1:45,102.772,11.139,101.797,0.099
430,2/14/2022 2:00,102.8,11.139,101.841,0.098
431,2/14/2022 2:15,102.823,11.041,101.845,0.1
432,2/14/2022 2:30,102.827,10.944,101.859,0.099
433,2/14/2022 2:45,102.846,10.944,101.862,0.1
434,2/14/2022 3:00,102.85,10.846,101.864,0.101
435,2/14/2022 3:15,102.859,10.846,101.886,0.099
436,2/14/2022 3:30,102.859,10.846,101.889,0.099
437,2/14/2022 3:45,102.863,10.748,101.891,0.099
438,2/14/2022 4:00,102.863,10.748,101.917,0.097
439,2/14/2022 4:15,102.863,10.748,101.919,0.096
440,2/14/2022 4:30,102.863,10.748,101.908,0.097
441,2/14/2022 4:45,102.863,10.748,101.91,0.097
442,2/14/2022 5:00,102.873,10.748,101.934,0.096
443,2/14/2022 5:15,102.877,10.651,101.923,0.097
444,2/14/2022 5:30,102.905,10.651,101.967,0.096
445,2/14/2022 5:45,102.943,10.651,101.958,0.1
446,2/14/2022 6:00,102.928,10.553,101.991,0.096
447,2/14/2022 6:15,102.975,10.553,102.013,0.098
448,2/14/2022 6:30,103.032,10.553,102.068,0.098
449,2/14/2022 6:45,103.045,10.455,102.099,0.097
450,2/14/2022 7:00,103.083,10.455,102.154,0.095
451,2/14/2022 7:15,103.111,10.455,102.161,0.097
452,2/14/2022 7:30,103.134,10.357,102.18,0.097
453,2/14/2022 7:45,103.159,10.455,102.199,0.098
454,2/14/2022 8:00,103.178,10.455,102.177,0.102
455,2/14/2022 8:15,103.178,10.455,102.109,0.109
456,2/14/2022 8:30,103.178,10.455,102.071,0.113
457,2/14/2022 8:45,103.212,10.553,102.299,0.093
458,2/14/2022 9:00,103.221,10.553,102.425,0.081
459,2/14/2022 9:15,103.255,10.651,102.472,0.08
460,2/14/2022 9:30,103.274,10.651,102.503,0.079
461,2/14/2022 9:45,103.293,10.651,102.505,0.08
462,2/14/2022 10:00,103.283,10.651,102.521,0.078
463,2/14/2022 10:15,103.298,10.748,102.554,0.076
464,2/14/2022 10:30,103.277,11.041,102.523,0.077
465,2/14/2022 10:45,103.274,11.334,102.538,0.075
466,2/14/2022 11:00,103.238,11.528,102.488,0.077
467,2/14/2022 11:15,103.233,11.625,102.549,0.07
468,2/14/2022 11:30,103.235,11.819,102.499,0.075
469,2/14/2022 11:45,103.23,11.916,102.523,0.072
470,2/14/2022 12:00,103.203,12.11,102.517,0.07
471,2/14/2022 12:15,103.18,12.207,102.475,0.072
472,2/14/2022 12:30,103.133,12.401,102.463,0.068
473,2/14/2022 12:45,103.138,12.497,102.468,0.068
474,2/14/2022 13:00,103.125,12.594,102.42,0.072
475,2/14/2022 13:15,103.12,12.69,102.453,0.068
