Time,Water_level
9/10/2023 2:00,1.64
9/10/2023 5:00,1.54
9/10/2023 8:00,1.51
9/10/2023 11:00,1.41
9/10/2023 14:00,1.32
9/10/2023 17:00,1.27
9/10/2023 20:00,1.4
9/10/2023 23:00,1.4
9/11/2023 2:00,1.42
9/11/2023 14:00,1.28
9/12/2023 2:00,1.35
9/12/2023 5:00,1.37
9/12/2023 8:00,1.34
9/12/2023 14:00,1.25
9/13/2023 2:00,1.75
9/14/2023 5:00,1.38
9/14/2023 8:00,1.34
9/14/2023 17:00,1.26
9/14/2023 23:00,1.31
9/15/2023 2:00,1.31
9/15/2023 5:00,1.3
9/15/2023 8:00,1.31
9/15/2023 11:00,1.26
9/15/2023 14:00,1.28
9/16/2023 2:00,1.3
9/16/2023 17:00,1.17
9/16/2023 20:00,1.3
9/16/2023 23:00,1.31
9/17/2023 2:00,1.29
9/17/2023 5:00,1.31
9/17/2023 8:00,1.3
9/17/2023 11:00,1.22
9/17/2023 14:00,1.19
9/17/2023 17:00,1.28
9/17/2023 20:00,1.6
9/17/2023 23:00,1.69
9/18/2023 2:00,1.52
9/18/2023 5:00,1.41
9/18/2023 8:00,1.39
9/18/2023 11:00,1.41
9/18/2023 14:00,1.31
9/18/2023 17:00,1.44
9/18/2023 20:00,1.41
9/18/2023 23:00,1.37
9/19/2023 2:00,1.38
9/19/2023 5:00,1.37
9/19/2023 8:00,1.36
9/19/2023 11:00,1.35
9/19/2023 14:00,1.25
9/19/2023 17:00,1.2
9/19/2023 20:00,1.33
9/19/2023 23:00,1.34
9/20/2023 2:00,1.34
9/20/2023 5:00,1.34
9/20/2023 8:00,1.33
9/20/2023 11:00,1.27
9/20/2023 14:00,1.21
9/20/2023 17:00,1.26
9/20/2023 20:00,1.35
9/20/2023 23:00,1.43
9/21/2023 2:00,1.42
9/21/2023 5:00,1.71
9/21/2023 8:00,1.47
9/21/2023 11:00,1.32
9/21/2023 14:00,1.28
9/21/2023 17:00,1.24
9/21/2023 20:00,1.3
9/21/2023 23:00,1.31
9/22/2023 2:00,1.3
9/22/2023 5:00,1.3
9/22/2023 8:00,1.3
9/22/2023 11:00,1.31
9/22/2023 14:00,1.54
9/22/2023 17:00,2.2
9/22/2023 20:00,2.34
9/22/2023 23:00,2.12
9/23/2023 2:00,2.45
9/23/2023 5:00,2.28
9/23/2023 8:00,2.46
9/23/2023 11:00,3.54
9/23/2023 14:00,2.01
9/23/2023 17:00,1.96
9/23/2023 20:00,1.86
9/23/2023 23:00,1.74
9/24/2023 2:00,1.68
9/24/2023 5:00,1.61
9/24/2023 8:00,1.57
9/24/2023 11:00,1.52
9/24/2023 14:00,1.48
9/24/2023 17:00,1.45
9/24/2023 20:00,1.5
9/24/2023 23:00,1.5
9/25/2023 2:00,1.48
9/25/2023 5:00,1.47
9/25/2023 8:00,1.47
9/25/2023 11:00,1.46
9/25/2023 14:00,1.45
9/25/2023 17:00,1.38
9/25/2023 23:00,1.43
9/26/2023 2:00,1.42
9/26/2023 5:00,1.41
9/26/2023 8:00,1.43
9/26/2023 11:00,1.38
9/26/2023 17:00,1.36
9/26/2023 23:00,1.41
9/27/2023 2:00,1.4
9/27/2023 5:00,1.4
9/27/2023 8:00,1.39
9/27/2023 11:00,1.37
9/27/2023 14:00,1.38
9/27/2023 17:00,1.4
9/27/2023 20:00,1.41
9/27/2023 23:00,1.42
9/28/2023 2:00,1.4
9/28/2023 5:00,1.39
9/28/2023 8:00,1.39
9/28/2023 11:00,1.45
9/28/2023 14:00,1.4
9/28/2023 17:00,1.38
9/28/2023 20:00,1.4
9/28/2023 23:00,1.4
9/29/2023 2:00,1.4
9/29/2023 5:00,1.39
9/29/2023 8:00,1.38
9/29/2023 11:00,1.37
9/29/2023 14:00,1.35
9/29/2023 17:00,1.36
9/29/2023 20:00,1.39
9/29/2023 23:00,1.39
9/30/2023 2:00,1.38
9/30/2023 5:00,1.37
9/30/2023 8:00,1.37
9/30/2023 11:00,1.37
9/30/2023 14:00,1.35
9/30/2023 17:00,1.37
9/30/2023 20:00,1.39
9/30/2023 23:00,1.39
10/1/2023 2:00,1.39
10/1/2023 5:00,1.37
10/1/2023 8:00,1.35
10/1/2023 11:00,1.35
10/1/2023 14:00,1.32
10/1/2023 17:00,1.3
10/1/2023 20:00,1.39
10/1/2023 23:00,1.39
10/2/2023 2:00,1.38
10/2/2023 5:00,1.35
10/2/2023 8:00,1.34
10/2/2023 11:00,1.35
10/2/2023 14:00,1.26
10/2/2023 17:00,1.22
10/2/2023 20:00,1.33
10/2/2023 23:00,1.32
10/3/2023 2:00,1.32
10/3/2023 5:00,1.31
10/3/2023 8:00,1.32
10/3/2023 11:00,1.32
10/3/2023 17:00,1.23
10/3/2023 20:00,1.32
10/3/2023 23:00,1.33
10/4/2023 2:00,1.32
10/4/2023 5:00,1.31
10/4/2023 8:00,1.33
10/4/2023 11:00,1.29
10/4/2023 14:00,1.26
10/4/2023 17:00,1.27
10/4/2023 20:00,1.31
10/4/2023 23:00,1.33
10/5/2023 2:00,1.33
10/5/2023 5:00,1.32
10/5/2023 8:00,1.32
10/5/2023 11:00,1.29
10/5/2023 14:00,1.23
10/5/2023 17:00,1.22
10/5/2023 20:00,1.32
10/5/2023 23:00,1.33
10/6/2023 2:00,1.31
10/6/2023 5:00,1.32
10/6/2023 8:00,1.34
10/6/2023 11:00,1.33
10/6/2023 14:00,1.28
10/6/2023 17:00,1.32
10/6/2023 20:00,1.29
10/6/2023 23:00,1.34
10/7/2023 2:00,1.34
10/7/2023 5:00,1.33
10/7/2023 8:00,1.33
10/7/2023 11:00,1.31
10/7/2023 14:00,1.3
10/7/2023 17:00,1.24
10/7/2023 20:00,1.32
10/7/2023 23:00,1.33
10/8/2023 2:00,1.33
10/8/2023 5:00,1.31
10/8/2023 8:00,1.34
10/8/2023 11:00,1.31
10/8/2023 14:00,1.26
10/8/2023 17:00,1.23
10/8/2023 20:00,1.32
10/8/2023 23:00,1.32
10/9/2023 2:00,1.33
10/9/2023 5:00,1.32
10/9/2023 8:00,1.33
10/9/2023 11:00,1.32
10/9/2023 14:00,1.24
10/9/2023 17:00,1.21
10/9/2023 20:00,1.33
10/9/2023 23:00,1.32
10/10/2023 2:00,1.33
10/10/2023 5:00,1.32
10/10/2023 8:00,1.3
10/10/2023 11:00,1.28
10/10/2023 14:00,1.39
10/10/2023 17:00,1.26
10/10/2023 20:00,1.35
10/10/2023 23:00,1.34
10/11/2023 2:00,1.34
10/11/2023 5:00,1.33
10/11/2023 8:00,1.33
10/11/2023 11:00,1.3
10/11/2023 14:00,1.26
10/11/2023 17:00,1.29
10/11/2023 20:00,1.32
10/11/2023 23:00,1.32
10/12/2023 2:00,1.33
10/12/2023 5:00,1.33
10/12/2023 8:00,1.33
10/12/2023 11:00,1.71
10/12/2023 14:00,1.51
10/12/2023 17:00,1.39
10/12/2023 20:00,1.42
10/12/2023 23:00,1.4
10/13/2023 2:00,1.39
10/13/2023 5:00,1.38
10/13/2023 8:00,1.38
10/13/2023 11:00,1.36
10/13/2023 14:00,1.5
10/13/2023 17:00,1.36
10/13/2023 20:00,1.43
10/13/2023 23:00,1.42
10/14/2023 2:00,1.41
10/14/2023 5:00,1.4
10/14/2023 8:00,1.4
10/14/2023 11:00,1.7
10/14/2023 14:00,1.56
10/14/2023 17:00,1.69
10/14/2023 20:00,1.77
10/14/2023 23:00,1.65
10/15/2023 2:00,1.65
10/15/2023 5:00,1.58
10/15/2023 8:00,1.55
10/15/2023 11:00,1.49
10/15/2023 14:00,1.49
10/15/2023 17:00,1.47
10/15/2023 20:00,1.51
10/15/2023 23:00,1.52
10/16/2023 2:00,1.51
10/16/2023 5:00,1.51
10/16/2023 8:00,1.51
10/16/2023 11:00,1.45
10/16/2023 14:00,1.43
10/16/2023 17:00,1.58
10/16/2023 20:00,1.55
10/16/2023 23:00,1.53
10/17/2023 2:00,1.52
10/17/2023 5:00,1.5
10/17/2023 8:00,1.49
10/17/2023 11:00,1.45
10/17/2023 14:00,1.42
10/17/2023 17:00,1.44
10/17/2023 20:00,1.47
10/17/2023 23:00,1.46
10/18/2023 2:00,1.46
10/18/2023 5:00,1.46
10/18/2023 8:00,1.46
10/18/2023 11:00,1.43
10/18/2023 14:00,1.37
10/18/2023 17:00,1.39
10/18/2023 20:00,1.41
10/18/2023 23:00,1.42
10/19/2023 2:00,1.4
10/19/2023 5:00,1.4
10/19/2023 8:00,1.39
10/19/2023 11:00,1.41
10/19/2023 14:00,1.33
10/19/2023 17:00,1.34
10/19/2023 20:00,1.38
10/19/2023 23:00,1.39
10/20/2023 2:00,1.38
10/20/2023 5:00,1.37
10/20/2023 8:00,1.36
10/20/2023 11:00,1.36
10/20/2023 14:00,1.24
10/20/2023 17:00,1.32
10/20/2023 20:00,1.68
10/20/2023 23:00,1.83
10/21/2023 2:00,1.71
10/21/2023 5:00,1.62
10/21/2023 8:00,1.56
10/21/2023 11:00,1.52
10/21/2023 14:00,1.41
10/21/2023 17:00,1.45
10/21/2023 20:00,1.48
10/21/2023 23:00,1.5
10/22/2023 2:00,1.48
10/22/2023 5:00,1.48
10/22/2023 8:00,1.47
10/22/2023 11:00,1.46
10/22/2023 14:00,1.38
10/22/2023 17:00,1.42
10/22/2023 20:00,1.45
10/22/2023 23:00,1.45
10/23/2023 2:00,1.44
10/23/2023 5:00,1.44
10/23/2023 8:00,1.45
10/23/2023 11:00,1.43
10/23/2023 14:00,1.37
10/23/2023 17:00,1.4
10/23/2023 20:00,1.43
10/23/2023 23:00,1.43
10/24/2023 2:00,1.43
10/24/2023 5:00,1.42
10/24/2023 8:00,1.42
10/24/2023 11:00,1.43
10/24/2023 14:00,1.31
10/24/2023 17:00,1.34
10/24/2023 20:00,1.41
10/24/2023 23:00,1.41
10/25/2023 2:00,1.41
10/25/2023 5:00,1.4
10/25/2023 8:00,1.4
10/25/2023 11:00,1.43
10/25/2023 14:00,1.27
10/25/2023 17:00,1.27
10/25/2023 20:00,1.39
10/25/2023 23:00,1.4
10/26/2023 2:00,1.38
10/26/2023 5:00,1.39
10/26/2023 8:00,1.39
10/26/2023 11:00,1.56
10/26/2023 14:00,1.34
10/26/2023 17:00,1.29
10/26/2023 20:00,1.41
10/26/2023 23:00,1.41
10/27/2023 2:00,1.39
10/27/2023 5:00,1.39
10/27/2023 8:00,1.4
10/27/2023 11:00,1.38
10/27/2023 14:00,1.24
10/27/2023 17:00,1.25
10/27/2023 20:00,1.38
10/27/2023 23:00,1.4
10/28/2023 2:00,1.4
10/28/2023 5:00,1.38
10/28/2023 8:00,1.39
10/28/2023 11:00,1.35
10/28/2023 14:00,1.23
10/28/2023 17:00,1.25
10/28/2023 20:00,1.35
10/28/2023 23:00,1.38
10/29/2023 2:00,1.39
10/29/2023 5:00,1.37
10/29/2023 8:00,1.4
10/29/2023 11:00,1.36
10/29/2023 14:00,1.25
10/29/2023 17:00,1.27
10/29/2023 20:00,1.36
10/29/2023 23:00,1.38
10/30/2023 2:00,1.38
10/30/2023 5:00,1.39
10/30/2023 8:00,1.37
10/30/2023 11:00,1.34
10/30/2023 14:00,1.25
10/30/2023 17:00,1.24
10/30/2023 20:00,1.34
10/30/2023 23:00,1.34
10/31/2023 2:00,1.33
10/31/2023 5:00,1.32
10/31/2023 8:00,1.32
10/31/2023 11:00,1.31
10/31/2023 14:00,1.32
10/31/2023 17:00,1.32
10/31/2023 20:00,1.32
10/31/2023 23:00,1.31
11/1/2023 2:00,1.34
11/1/2023 5:00,1.33
11/1/2023 8:00,1.33
11/1/2023 11:00,1.3
11/1/2023 14:00,1.27
11/1/2023 17:00,1.29
11/1/2023 20:00,1.31
11/1/2023 23:00,1.33
11/2/2023 2:00,1.32
11/2/2023 5:00,1.32
11/2/2023 8:00,1.31
11/2/2023 11:00,1.3
11/2/2023 14:00,1.24
11/2/2023 17:00,1.29
11/2/2023 20:00,1.33
11/2/2023 23:00,1.33
11/3/2023 2:00,1.32
11/3/2023 5:00,1.32
11/3/2023 8:00,1.32
11/3/2023 11:00,1.32
11/3/2023 14:00,1.24
11/3/2023 17:00,1.28
11/3/2023 20:00,1.33
11/3/2023 23:00,1.33
11/4/2023 2:00,1.32
11/4/2023 5:00,1.32
11/4/2023 8:00,1.32
11/4/2023 11:00,1.33
11/4/2023 14:00,1.27
11/4/2023 17:00,1.29
11/4/2023 20:00,1.32
11/4/2023 23:00,1.32
11/5/2023 1:00,1.32
11/5/2023 4:00,1.32
11/5/2023 7:00,1.31
11/5/2023 10:00,1.3
11/5/2023 13:00,1.25
11/5/2023 16:00,1.27
11/5/2023 19:00,1.32
11/5/2023 22:00,1.32
11/6/2023 1:00,1.31
11/6/2023 4:00,1.31
11/6/2023 7:00,1.31
11/6/2023 10:00,1.31
11/6/2023 13:00,1.17
11/6/2023 16:00,1.29
11/6/2023 19:00,1.34
11/6/2023 22:00,1.35
11/7/2023 1:00,1.33
11/7/2023 4:00,1.32
11/7/2023 7:00,1.33
11/7/2023 10:00,1.3
11/7/2023 13:00,1.2
11/7/2023 16:00,1.22
11/7/2023 19:00,1.31
11/7/2023 22:00,1.33
11/8/2023 1:00,1.33
11/8/2023 4:00,1.3
11/8/2023 7:00,1.31
11/8/2023 10:00,1.32
11/8/2023 13:00,1.24
11/8/2023 16:00,1.25
11/8/2023 19:00,1.3
11/8/2023 22:00,1.32
11/9/2023 1:00,1.31
11/9/2023 4:00,1.33
11/9/2023 7:00,1.33
11/9/2023 10:00,1.27
11/9/2023 13:00,1.2
11/9/2023 16:00,1.18
11/9/2023 19:00,1.3
11/9/2023 22:00,1.32
11/10/2023 1:00,1.3
11/10/2023 4:00,1.31
11/10/2023 7:00,1.32
11/10/2023 10:00,1.27
11/10/2023 13:00,1.28
11/10/2023 16:00,1.29
11/10/2023 19:00,1.3
11/10/2023 22:00,1.3
11/11/2023 1:00,1.29
11/11/2023 4:00,1.29
11/11/2023 7:00,1.29
11/11/2023 10:00,1.29
11/11/2023 13:00,1.29
11/11/2023 16:00,1.3
11/11/2023 19:00,1.32
11/11/2023 22:00,1.31
11/12/2023 1:00,1.31
11/12/2023 4:00,1.31
11/12/2023 7:00,1.9
11/12/2023 10:00,1.79
11/12/2023 13:00,1.6
11/12/2023 16:00,1.75
11/12/2023 19:00,1.59
11/12/2023 22:00,1.49
11/13/2023 1:00,1.42
11/13/2023 4:00,1.39
11/13/2023 7:00,1.38
11/13/2023 10:00,1.39
11/13/2023 13:00,1.29
11/13/2023 16:00,1.34
11/13/2023 19:00,1.36
11/13/2023 22:00,1.37
11/14/2023 1:00,1.39
11/14/2023 4:00,1.37
11/14/2023 7:00,1.38
11/14/2023 10:00,1.37
11/14/2023 13:00,1.29
11/14/2023 16:00,1.34
11/14/2023 19:00,1.49
11/14/2023 22:00,1.42
11/15/2023 1:00,1.4
11/15/2023 4:00,1.39
11/15/2023 7:00,1.37
11/15/2023 10:00,1.35
11/15/2023 13:00,1.33
11/15/2023 16:00,1.34
11/15/2023 19:00,1.35
11/15/2023 22:00,1.36
11/16/2023 1:00,1.36
11/16/2023 4:00,1.35
11/16/2023 7:00,1.35
11/16/2023 10:00,1.36
11/16/2023 13:00,1.26
11/16/2023 16:00,1.34
11/16/2023 19:00,1.36
11/16/2023 22:00,1.35
11/17/2023 1:00,1.35
11/17/2023 4:00,1.35
11/17/2023 7:00,1.34
11/17/2023 10:00,1.36
11/17/2023 13:00,1.23
11/17/2023 16:00,1.28
11/17/2023 19:00,1.36
11/17/2023 22:00,1.36
11/18/2023 1:00,1.35
11/18/2023 4:00,1.36
11/18/2023 7:00,1.36
11/18/2023 10:00,1.34
11/18/2023 13:00,1.31
11/18/2023 16:00,1.33
11/18/2023 19:00,1.34
11/18/2023 22:00,1.36
11/19/2023 1:00,1.35
11/19/2023 4:00,1.36
11/19/2023 7:00,1.35
11/19/2023 10:00,1.34
11/19/2023 13:00,1.3
11/19/2023 16:00,1.33
11/19/2023 19:00,1.35
11/19/2023 22:00,1.37
11/20/2023 1:00,1.36
11/20/2023 4:00,1.37
11/20/2023 7:00,1.36
11/20/2023 10:00,1.36
11/20/2023 13:00,1.31
11/20/2023 16:00,1.33
11/20/2023 19:00,1.34
11/20/2023 22:00,1.35
11/21/2023 1:00,1.34
11/21/2023 4:00,1.34
11/21/2023 7:00,1.34
11/21/2023 10:00,1.34
11/21/2023 13:00,1.34
11/21/2023 16:00,1.3
11/21/2023 19:00,1.33
11/21/2023 22:00,1.78
11/22/2023 1:00,1.74
11/22/2023 4:00,1.62
11/22/2023 7:00,2.99
11/22/2023 10:00,2.4
11/22/2023 13:00,2.06
11/22/2023 16:00,1.81
11/22/2023 19:00,1.75
11/22/2023 22:00,1.81
11/23/2023 1:00,1.75
11/23/2023 4:00,1.71
11/23/2023 7:00,1.69
11/23/2023 10:00,1.64
11/23/2023 13:00,1.53
11/23/2023 16:00,1.58
11/23/2023 19:00,1.57
11/23/2023 22:00,1.55
11/24/2023 1:00,1.53
11/24/2023 4:00,1.52
11/24/2023 7:00,1.5
11/24/2023 10:00,1.51
11/24/2023 13:00,1.44
11/24/2023 16:00,1.48
11/24/2023 19:00,1.48
11/24/2023 22:00,1.48
11/25/2023 1:00,1.48
11/25/2023 4:00,1.47
11/25/2023 7:00,1.47
11/25/2023 10:00,1.45
11/25/2023 13:00,1.41
11/25/2023 16:00,1.43
11/25/2023 19:00,1.44
11/25/2023 22:00,1.44
11/26/2023 1:00,1.43
11/26/2023 4:00,1.44
11/26/2023 7:00,1.43
11/26/2023 10:00,1.43
11/26/2023 13:00,1.41
11/26/2023 16:00,1.43
11/26/2023 19:00,1.43
11/26/2023 22:00,1.48
11/27/2023 1:00,1.47
11/27/2023 4:00,1.45
11/27/2023 7:00,1.58
11/27/2023 10:00,1.55
11/27/2023 13:00,1.47
11/27/2023 16:00,1.51
11/27/2023 19:00,1.5
11/27/2023 22:00,1.48
11/28/2023 1:00,1.47
11/28/2023 4:00,1.47
11/28/2023 7:00,1.45
11/28/2023 10:00,1.45
11/28/2023 13:00,1.37
11/28/2023 16:00,1.42
11/28/2023 19:00,1.45
11/28/2023 22:00,1.45
11/29/2023 1:00,1.44
11/29/2023 4:00,1.44
11/29/2023 7:00,1.43
